product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,defect_rate_pct,supplier_risk_score
skincare,SKU00448,189.01,267,1762,2284.3,505,28,180,8,Carrier C,190.62,Supplier_2,Kolkata,2338,18,102.94,Pass,0.0908,Rail,Route C,715.99,9.08,74.88
cosmetics,SKU00449,220.3,102,1972,49154.74,485,9,326,1,Carrier C,141.24,Supplier_3,Kolkata,2382,10,473.25,Pass,0.1044,Air,Route B,737.47,10.44,53.2
accessories,SKU00450,174.94,302,1333,33914.29,666,17,210,8,Carrier A,33.72,Supplier_1,Chennai,4263,6,112.82,Fail,0.0069,Air,Route C,587.78,0.69,25.47
haircare,SKU00451,66.97,263,1022,5034.77,682,25,492,13,Carrier C,92.83,Supplier_5,Bangalore,2012,7,484.69,Pending,0.0341,Air,Route B,1592.6,3.41,47.82
skincare,SKU00452,246.24,356,1610,36956.65,384,28,445,11,Carrier A,5.6,Supplier_5,Delhi,3017,7,458.63,Pass,0.1359,Sea,Route C,615.69,13.59,92.99
cosmetics,SKU00453,9.14,156,450,26691.75,42,25,207,1,Carrier B,84.45,Supplier_5,Chennai,2110,6,268.64,Pass,0.1294,Air,Route A,356.37,12.94,86.09
haircare,SKU00454,211.05,139,1800,34378.64,536,2,489,1,Carrier A,107.0,Supplier_2,Bangalore,1200,15,242.8,Fail,0.0327,Road,Route A,600.65,3.27,14.4
cosmetics,SKU00455,62.33,120,1087,36911.68,997,28,167,9,Carrier C,160.61,Supplier_5,Delhi,3398,6,206.75,Pass,0.0821,Sea,Route C,535.59,8.21,71.38
accessories,SKU00456,143.97,374,897,49569.15,913,16,285,12,Carrier B,69.48,Supplier_5,Bangalore,145,10,379.53,Pass,0.0517,Rail,Route B,725.95,5.17,42.03
accessories,SKU00457,292.66,186,1392,6008.17,430,12,181,11,Carrier C,131.66,Supplier_4,Mumbai,4990,1,110.21,Pass,0.0281,Road,Route B,790.09,2.81,26.84
cosmetics,SKU00458,164.02,426,1176,49811.22,926,20,329,1,Carrier C,134.32,Supplier_3,Mumbai,3142,2,190.16,Pass,0.1172,Rail,Route C,493.6,11.72,74.05
accessories,SKU00459,21.8,251,964,23895.22,923,1,23,4,Carrier B,107.19,Supplier_3,Kolkata,2416,14,48.17,Pass,0.1014,Rail,Route B,1275.14,10.14,40.56
skincare,SKU00460,131.49,396,1800,10127.03,366,18,251,8,Carrier B,124.59,Supplier_2,Kolkata,2559,8,225.12,Pass,0.0103,Air,Route C,352.47,1.03,28.26
skincare,SKU00461,199.78,337,705,18743.1,7,19,54,1,Carrier A,94.68,Supplier_4,Mumbai,1896,11,111.85,Pending,0.1003,Rail,Route C,1822.83,10.03,65.83
haircare,SKU00462,21.73,346,1693,18279.49,561,4,156,6,Carrier C,124.05,Supplier_2,Mumbai,4952,7,461.39,Pass,0.0019,Road,Route C,1772.23,0.19,4.89
cosmetics,SKU00463,79.53,486,495,44778.07,57,27,33,1,Carrier A,94.84,Supplier_2,Chennai,3176,13,236.26,Pass,0.0144,Road,Route B,1012.31,1.44,42.77
skincare,SKU00464,10.41,226,818,26262.03,759,4,302,5,Carrier A,182.83,Supplier_3,Bangalore,816,17,126.96,Pass,0.0621,Rail,Route C,1474.36,6.21,29.06
accessories,SKU00465,164.32,426,593,3429.17,99,4,168,1,Carrier A,27.03,Supplier_2,Kolkata,3183,11,151.35,Pass,0.0053,Air,Route A,467.39,0.53,6.25
skincare,SKU00466,117.54,412,368,35772.28,169,13,197,8,Carrier C,173.46,Supplier_1,Kolkata,3851,10,105.55,Pass,0.078,Air,Route A,618.15,7.8,48.31
accessories,SKU00467,153.59,214,99,24938.95,912,25,492,10,Carrier A,150.29,Supplier_2,Mumbai,2095,8,62.72,Pending,0.1025,Air,Route C,1821.4,10.25,75.29
haircare,SKU00468,92.27,347,1135,40748.74,569,12,359,3,Carrier A,7.19,Supplier_5,Bangalore,4846,14,45.57,Pass,0.0388,Air,Route C,973.77,3.88,31.14
haircare,SKU00469,198.76,225,510,2418.25,412,1,79,7,Carrier A,145.2,Supplier_4,Kolkata,3265,9,363.92,Pass,0.1046,Air,Route C,1494.34,10.46,41.85
skincare,SKU00470,56.06,333,1990,43263.71,131,17,171,8,Carrier C,75.74,Supplier_3,Mumbai,1527,2,70.35,Pass,0.0107,Road,Route B,1633.9,1.07,26.99
haircare,SKU00471,272.46,207,1906,44653.8,846,22,278,12,Carrier B,103.88,Supplier_5,Chennai,3317,10,423.98,Pass,0.0133,Road,Route B,1418.39,1.33,35.18
skincare,SKU00472,288.22,246,643,510.9,499,12,78,2,Carrier C,105.94,Supplier_3,Delhi,4996,18,484.5,Pass,0.0747,Air,Route C,933.16,7.47,45.55
cosmetics,SKU00473,150.43,119,16,23898.34,694,15,111,9,Carrier B,148.36,Supplier_4,Mumbai,3758,18,458.89,Pass,0.0043,Sea,Route B,789.95,0.43,21.57
cosmetics,SKU00474,142.29,317,1491,6166.68,46,27,338,11,Carrier B,99.84,Supplier_1,Chennai,126,9,104.76,Pass,0.1137,Rail,Route C,167.11,11.37,82.64
haircare,SKU00475,258.59,475,1454,26518.05,87,27,28,8,Carrier C,128.97,Supplier_2,Bangalore,918,7,400.62,Pass,0.1337,Rail,Route C,1736.02,13.37,90.68
haircare,SKU00476,90.5,177,713,4550.75,692,15,383,7,Carrier C,47.75,Supplier_1,Delhi,406,19,306.74,Pass,0.001,Air,Route A,1400.91,0.1,20.24
cosmetics,SKU00477,241.92,34,1577,44363.53,361,26,420,3,Carrier B,18.8,Supplier_4,Delhi,3297,3,473.96,Pass,0.1199,Road,Route C,172.45,11.99,83.71
cosmetics,SKU00478,89.76,353,234,9263.76,771,6,208,11,Carrier A,135.31,Supplier_5,Chennai,4783,9,160.73,Pass,0.0854,Road,Route C,1676.2,8.54,41.28
accessories,SKU00479,217.39,102,809,33442.98,331,2,72,3,Carrier A,197.76,Supplier_2,Delhi,2147,2,310.53,Pass,0.1462,Rail,Route A,605.31,14.62,59.98
accessories,SKU00480,103.53,347,415,32713.3,274,20,251,12,Carrier A,20.12,Supplier_3,Kolkata,2531,10,315.75,Pass,0.1201,Road,Route B,1709.49,12.01,75.22
skincare,SKU00481,182.77,330,1190,16108.84,453,15,76,13,Carrier C,182.59,Supplier_5,Delhi,4409,7,111.04,Pending,0.1355,Sea,Route C,341.75,13.55,74.26
haircare,SKU00482,278.13,474,136,10802.05,110,7,95,9,Carrier A,79.96,Supplier_1,Mumbai,1262,13,308.12,Pass,0.1282,Sea,Route C,93.14,12.82,59.9
skincare,SKU00483,21.03,294,441,45770.5,753,8,410,13,Carrier C,132.39,Supplier_3,Delhi,3130,11,368.1,Pass,0.1279,Sea,Route B,1724.35,12.79,61.2
accessories,SKU00484,243.14,60,317,2085.85,622,11,471,5,Carrier B,56.88,Supplier_3,Mumbai,4912,6,407.28,Pass,0.1136,Rail,Route B,1784.18,11.36,59.75
skincare,SKU00485,164.84,139,1336,12780.63,83,13,129,6,Carrier C,139.8,Supplier_2,Mumbai,4073,12,430.79,Pass,0.1359,Rail,Route C,1011.74,13.59,71.56
accessories,SKU00486,116.82,135,821,16403.04,931,21,493,9,Carrier B,90.0,Supplier_2,Kolkata,4757,11,32.76,Pending,0.013,Rail,Route A,1830.74,1.3,33.63
cosmetics,SKU00487,108.33,468,1415,29250.09,926,2,107,11,Carrier A,160.01,Supplier_2,Delhi,4070,14,384.1,Pass,0.1206,Sea,Route A,224.4,12.06,49.7
cosmetics,SKU00488,25.48,430,256,18522.63,696,8,476,10,Carrier C,59.01,Supplier_4,Kolkata,3487,10,175.72,Pass,0.1017,Road,Route C,342.66,10.17,50.68
haircare,SKU00489,81.22,204,1469,5657.03,476,11,472,10,Carrier B,69.91,Supplier_1,Delhi,1143,13,387.41,Pass,0.0544,Rail,Route C,1943.4,5.44,35.97
cosmetics,SKU00490,188.83,438,1156,28559.74,459,24,15,3,Carrier A,126.95,Supplier_1,Kolkata,4435,8,92.6,Pass,0.0656,Road,Route C,1882.12,6.56,59.04
skincare,SKU00491,33.79,298,983,36231.84,365,12,105,4,Carrier B,25.55,Supplier_2,Chennai,480,2,200.55,Pass,0.0169,Rail,Route B,1404.72,1.69,22.34
accessories,SKU00492,202.48,157,769,35268.66,601,11,292,1,Carrier A,195.17,Supplier_1,Mumbai,4446,15,214.99,Pending,0.0466,Rail,Route A,703.05,4.66,32.84
haircare,SKU00493,288.86,45,1940,24530.49,697,1,417,3,Carrier B,123.43,Supplier_2,Chennai,3821,8,353.83,Pending,0.1072,Rail,Route C,1442.19,10.72,42.89
haircare,SKU00494,294.33,456,1269,15412.12,863,28,249,8,Carrier C,194.61,Supplier_4,Mumbai,4494,2,315.58,Pass,0.0827,Rail,Route B,50.6,8.27,71.62
cosmetics,SKU00495,267.33,445,1732,612.23,276,14,160,10,Carrier A,39.73,Supplier_3,Chennai,371,8,410.59,Pass,0.1391,Sea,Route A,741.3,13.91,74.27
cosmetics,SKU00496,242.95,373,505,26686.66,798,23,345,3,Carrier B,143.27,Supplier_4,Bangalore,3713,15,22.9,Pending,0.0383,Air,Route C,1711.66,3.83,46.65
accessories,SKU00497,57.5,51,1144,31464.27,712,26,287,13,Carrier C,44.3,Supplier_4,Chennai,4746,3,156.52,Pass,0.0344,Air,Route B,495.73,3.44,49.37
cosmetics,SKU00498,291.2,278,1393,22118.77,653,4,292,12,Carrier C,21.19,Supplier_3,Mumbai,4627,5,373.24,Pass,0.1106,Sea,Route A,301.0,11.06,48.54
skincare,SKU00499,64.8,197,1364,47964.82,415,2,162,13,Carrier B,91.38,Supplier_5,Kolkata,3482,12,134.96,Pass,0.1435,Sea,Route A,1007.89,14.35,58.9
skincare,SKU00500,261.37,341,877,10191.53,950,1,489,8,Carrier A,96.91,Supplier_4,Mumbai,4687,2,424.98,Pass,0.0551,Air,Route C,1363.82,5.51,21.97
skincare,SKU00501,263.97,442,549,40723.86,478,28,176,5,Carrier A,113.83,Supplier_5,Bangalore,2174,15,169.03,Pass,0.059,Sea,Route B,656.1,5.9,62.11
cosmetics,SKU00502,188.46,267,658,35967.08,399,11,252,8,Carrier A,95.96,Supplier_5,Mumbai,281,10,340.16,Pending,0.0082,Rail,Route C,1644.88,0.82,17.42
cosmetics,SKU00503,158.79,472,1887,44976.35,189,15,466,1,Carrier B,43.15,Supplier_3,Delhi,3384,1,46.51,Pass,0.0352,Sea,Route A,1818.75,3.52,33.98
skincare,SKU00504,64.13,96,502,46235.23,418,2,218,8,Carrier B,138.02,Supplier_2,Kolkata,3987,8,459.77,Pass,0.1364,Road,Route C,472.64,13.64,56.05
haircare,SKU00505,158.24,451,1290,11912.27,203,7,454,5,Carrier C,56.89,Supplier_2,Mumbai,746,11,73.97,Pass,0.1465,Air,Route C,800.56,14.65,67.25
cosmetics,SKU00506,90.73,436,1375,46098.27,289,7,226,1,Carrier C,61.6,Supplier_1,Mumbai,2125,2,217.38,Pass,0.0736,Sea,Route B,1678.69,7.36,37.97
haircare,SKU00507,42.13,413,1789,20221.09,861,29,95,1,Carrier A,157.36,Supplier_1,Chennai,3226,3,206.85,Pass,0.1281,Sea,Route C,1030.01,12.81,91.29
haircare,SKU00508,42.82,476,821,33986.09,747,22,485,1,Carrier B,137.95,Supplier_2,Delhi,692,7,165.65,Pass,0.0325,Air,Route A,1506.29,3.25,42.89
skincare,SKU00509,241.35,116,577,47649.53,576,14,364,13,Carrier C,146.77,Supplier_3,Bangalore,4608,15,277.31,Pass,0.0972,Air,Route C,660.73,9.72,57.45
accessories,SKU00510,277.11,96,145,29808.37,953,17,189,4,Carrier C,184.76,Supplier_1,Chennai,255,9,271.81,Pass,0.137,Sea,Route C,1644.97,13.7,77.72
skincare,SKU00511,46.85,15,1964,29188.15,422,13,78,4,Carrier A,171.25,Supplier_1,Mumbai,100,11,401.22,Pass,0.0525,Road,Route B,1678.04,5.25,38.07
cosmetics,SKU00512,8.91,378,874,3635.71,394,2,128,6,Carrier A,47.8,Supplier_1,Chennai,243,8,486.6,Pass,0.0957,Rail,Route C,1561.45,9.57,39.7
haircare,SKU00513,82.77,225,210,29872.86,774,11,156,12,Carrier B,195.34,Supplier_1,Bangalore,4696,2,404.35,Fail,0.1116,Rail,Route B,1764.15,11.16,58.94
skincare,SKU00514,44.66,146,118,12131.67,216,22,207,1,Carrier A,106.4,Supplier_5,Delhi,2577,6,367.22,Pass,0.0211,Sea,Route B,812.92,2.11,38.31
accessories,SKU00515,60.64,31,1060,19473.99,912,26,44,4,Carrier A,113.91,Supplier_4,Kolkata,1622,10,114.95,Pass,0.0389,Rail,Route A,1056.91,3.89,51.18
accessories,SKU00516,177.08,132,934,18955.07,37,24,207,9,Carrier B,59.31,Supplier_4,Mumbai,4391,15,121.87,Pass,0.089,Air,Route C,1623.55,8.9,68.44
cosmetics,SKU00517,129.58,480,220,48670.3,158,4,327,13,Carrier A,80.56,Supplier_1,Chennai,2044,5,25.97,Pass,0.0389,Air,Route B,1459.41,3.89,19.75
accessories,SKU00518,131.62,35,1771,31925.99,566,24,48,9,Carrier A,113.67,Supplier_3,Mumbai,652,1,64.62,Fail,0.0241,Road,Route A,1096.44,2.41,42.38
skincare,SKU00519,65.66,4,379,36275.77,997,7,365,7,Carrier C,11.55,Supplier_5,Delhi,4703,4,395.76,Pass,0.0242,Sea,Route B,118.9,2.42,18.13
haircare,SKU00520,201.05,125,755,8720.97,678,1,448,12,Carrier B,145.44,Supplier_2,Delhi,1777,18,47.3,Pending,0.1174,Sea,Route A,473.73,11.74,46.99
haircare,SKU00521,90.41,162,1528,15283.8,14,9,375,11,Carrier B,73.02,Supplier_4,Kolkata,4003,13,149.35,Pass,0.069,Road,Route A,934.93,6.9,38.98
haircare,SKU00522,122.75,99,878,43885.45,862,11,197,13,Carrier B,139.93,Supplier_3,Chennai,707,8,204.01,Pass,0.0834,Air,Route C,1518.05,8.34,47.62
accessories,SKU00523,141.71,101,132,6099.99,613,2,389,8,Carrier C,147.75,Supplier_3,Delhi,1985,8,95.45,Pass,0.0953,Rail,Route B,1814.0,9.53,39.54
accessories,SKU00524,271.81,271,1337,47660.57,378,18,368,4,Carrier B,125.61,Supplier_4,Kolkata,1061,7,183.02,Pending,0.0488,Sea,Route C,1973.79,4.88,43.72
haircare,SKU00525,77.67,6,765,21427.61,263,25,203,10,Carrier C,19.56,Supplier_5,Mumbai,4899,18,141.07,Pass,0.0986,Air,Route A,800.2,9.86,73.72
cosmetics,SKU00526,217.01,490,1468,19558.36,201,26,306,8,Carrier C,114.8,Supplier_2,Chennai,3930,2,216.41,Fail,0.0678,Air,Route C,1933.93,6.78,62.78
haircare,SKU00527,96.26,249,383,25780.62,252,15,96,1,Carrier A,74.11,Supplier_1,Mumbai,259,18,105.69,Pass,0.0139,Sea,Route B,794.5,1.39,25.42
accessories,SKU00528,268.86,183,1208,22218.46,1,8,401,12,Carrier B,144.35,Supplier_5,Delhi,1307,6,32.29,Pass,0.0785,Road,Route B,404.34,7.85,41.37
haircare,SKU00529,121.25,38,1700,23579.56,494,18,12,2,Carrier A,143.67,Supplier_2,Kolkata,3336,17,456.16,Pass,0.0749,Road,Route A,1860.97,7.49,54.21
cosmetics,SKU00530,154.02,97,461,21256.89,367,8,368,10,Carrier B,103.0,Supplier_5,Mumbai,2791,12,376.5,Fail,0.1033,Air,Route B,256.21,10.33,51.33
haircare,SKU00531,263.78,449,164,35117.88,604,26,225,5,Carrier B,147.62,Supplier_3,Mumbai,2596,8,389.67,Pass,0.144,Road,Route B,979.17,14.4,93.38
cosmetics,SKU00532,203.46,167,960,13887.05,745,13,15,3,Carrier C,32.98,Supplier_2,Mumbai,682,16,142.27,Pending,0.0072,Rail,Route B,1561.73,0.72,19.87
accessories,SKU00533,32.84,343,673,8408.03,436,15,467,12,Carrier A,164.14,Supplier_5,Chennai,4448,18,471.02,Pass,0.0925,Sea,Route C,1272.04,9.25,56.99
cosmetics,SKU00534,45.37,81,1242,21783.41,457,17,464,9,Carrier C,194.0,Supplier_1,Bangalore,2048,10,419.96,Pass,0.1055,Air,Route B,1709.06,10.55,65.07
skincare,SKU00535,297.27,185,1712,4506.14,713,9,229,12,Carrier C,180.63,Supplier_1,Mumbai,191,2,216.03,Pass,0.072,Sea,Route A,1084.92,7.2,40.18
accessories,SKU00536,13.59,163,1850,22424.1,715,29,70,5,Carrier B,163.32,Supplier_2,Bangalore,2222,19,158.93,Pass,0.0648,Rail,Route A,918.16,6.48,65.86
skincare,SKU00537,93.76,420,1373,24767.45,950,16,311,10,Carrier A,84.0,Supplier_4,Bangalore,1675,15,400.65,Pass,0.1067,Rail,Route B,708.95,10.67,64.12
accessories,SKU00538,287.87,199,1867,39238.46,519,1,279,11,Carrier B,186.85,Supplier_4,Mumbai,549,9,30.0,Fail,0.0812,Air,Route C,1265.83,8.12,32.45
accessories,SKU00539,9.46,398,1406,5541.35,168,15,459,8,Carrier C,114.63,Supplier_5,Delhi,2443,7,294.76,Pass,0.0625,Sea,Route A,1150.9,6.25,44.94
skincare,SKU00540,52.61,460,1872,19904.18,528,12,231,4,Carrier B,46.97,Supplier_4,Bangalore,2198,1,436.58,Pass,0.0983,Air,Route C,1041.86,9.83,55.03
cosmetics,SKU00541,67.94,163,1982,39049.74,237,9,432,1,Carrier A,110.78,Supplier_1,Delhi,459,17,457.96,Pass,0.091,Sea,Route B,1375.52,9.1,47.81
accessories,SKU00542,30.49,105,366,16978.94,490,5,46,7,Carrier B,170.92,Supplier_3,Bangalore,4224,8,463.76,Pass,0.0132,Sea,Route B,1036.96,1.32,10.85
haircare,SKU00543,144.23,423,46,41827.41,609,7,372,13,Carrier A,137.22,Supplier_4,Mumbai,3263,1,225.81,Pass,0.0538,Sea,Route C,1402.84,5.38,30.02
haircare,SKU00544,179.77,463,9,35947.75,200,18,121,5,Carrier B,167.44,Supplier_5,Bangalore,3604,2,27.53,Pass,0.1341,Air,Route B,1024.92,13.41,77.98
skincare,SKU00545,98.9,464,1329,2181.9,410,11,300,9,Carrier A,11.84,Supplier_4,Bangalore,4253,11,187.85,Pass,0.0239,Air,Route B,1562.11,2.39,23.72
haircare,SKU00546,37.05,66,723,19325.4,17,17,465,9,Carrier B,194.13,Supplier_5,Kolkata,3237,16,149.76,Pass,0.0783,Air,Route A,446.65,7.83,54.14
accessories,SKU00547,244.23,309,1489,38341.75,315,22,123,9,Carrier C,184.92,Supplier_2,Chennai,4540,2,297.64,Pass,0.0956,Air,Route C,752.23,9.56,68.23
accessories,SKU00548,242.32,58,1730,26374.32,953,13,492,6,Carrier A,103.05,Supplier_2,Chennai,691,17,368.01,Pass,0.018,Road,Route A,645.72,1.8,24.21
skincare,SKU00549,170.82,175,1496,33676.68,504,5,376,11,Carrier B,185.04,Supplier_3,Bangalore,806,6,490.37,Fail,0.03,Sea,Route C,1763.52,3.0,17.6
skincare,SKU00550,45.63,203,807,49502.34,531,20,85,5,Carrier C,40.47,Supplier_2,Kolkata,1364,2,173.21,Fail,0.0484,Air,Route B,1182.79,4.84,46.42
cosmetics,SKU00551,164.86,450,1428,33795.23,696,29,214,4,Carrier B,76.21,Supplier_5,Mumbai,2581,11,194.18,Pass,0.0899,Road,Route B,1885.5,8.99,75.94
skincare,SKU00552,190.71,366,1385,27347.84,888,24,67,12,Carrier B,37.97,Supplier_4,Chennai,1673,4,61.5,Fail,0.0189,Air,Route B,1137.32,1.89,40.29
haircare,SKU00553,131.35,471,144,42321.19,908,7,356,9,Carrier A,135.63,Supplier_3,Kolkata,4926,3,419.84,Pending,0.115,Air,Route B,1875.12,11.5,54.6
cosmetics,SKU00554,259.84,417,91,21567.5,9,25,273,2,Carrier B,183.91,Supplier_3,Chennai,3411,2,259.36,Pass,0.1023,Road,Route A,1491.48,10.23,75.21
cosmetics,SKU00555,120.06,173,167,619.71,940,8,119,9,Carrier A,186.63,Supplier_3,Kolkata,450,14,131.92,Pending,0.1205,Road,Route A,1793.37,12.05,58.23
haircare,SKU00556,155.71,432,1069,13696.51,267,4,332,4,Carrier B,20.6,Supplier_1,Kolkata,4160,10,261.31,Pass,0.0362,Sea,Route C,632.18,3.62,18.66
accessories,SKU00557,38.67,43,1545,29776.86,819,4,470,10,Carrier C,154.85,Supplier_3,Bangalore,3554,10,252.69,Pass,0.0812,Road,Route A,1991.19,8.12,36.74
cosmetics,SKU00558,171.25,100,1657,47417.56,96,23,26,12,Carrier A,113.98,Supplier_5,Kolkata,3190,5,412.33,Pass,0.1288,Sea,Route C,635.44,12.88,82.99
accessories,SKU00559,231.1,433,1223,30396.06,346,12,90,2,Carrier B,48.08,Supplier_1,Delhi,1501,5,130.19,Pass,0.0655,Air,Route B,1510.25,6.55,41.86
accessories,SKU00560,220.72,27,1899,14256.97,321,27,493,1,Carrier B,179.49,Supplier_5,Delhi,1596,7,263.3,Pass,0.0856,Air,Route A,1258.98,8.56,71.36
cosmetics,SKU00561,80.81,332,525,49661.07,883,11,397,10,Carrier C,108.1,Supplier_5,Mumbai,4551,11,233.56,Pass,0.0615,Air,Route C,742.64,6.15,38.82
skincare,SKU00562,297.6,445,484,20067.81,361,2,252,6,Carrier B,13.2,Supplier_1,Mumbai,4179,7,68.16,Pending,0.111,Rail,Route B,252.6,11.1,45.85
skincare,SKU00563,217.38,115,18,11467.4,709,20,446,12,Carrier B,78.3,Supplier_1,Mumbai,3080,9,86.25,Pass,0.0942,Sea,Route C,138.16,9.42,64.81
cosmetics,SKU00564,130.01,348,270,27690.69,393,18,420,10,Carrier B,138.06,Supplier_4,Mumbai,1541,3,135.56,Pending,0.1127,Rail,Route A,70.87,11.27,69.39
haircare,SKU00565,127.4,283,1066,17268.36,174,26,84,9,Carrier A,170.92,Supplier_5,Delhi,4491,1,228.66,Pass,0.1454,Air,Route B,1124.81,14.54,93.95
haircare,SKU00566,234.9,350,1549,5667.05,746,28,408,11,Carrier A,43.8,Supplier_2,Delhi,2247,16,286.64,Pass,0.1168,Air,Route C,1144.21,11.68,85.32
cosmetics,SKU00567,56.83,154,180,35667.83,953,8,433,3,Carrier C,120.43,Supplier_5,Mumbai,347,14,377.73,Pass,0.0859,Road,Route A,261.8,8.59,44.34
accessories,SKU00568,193.69,57,1665,34603.89,845,8,367,5,Carrier C,21.89,Supplier_5,Bangalore,1710,18,456.85,Pass,0.0382,Rail,Route B,124.67,3.82,25.18
accessories,SKU00569,217.06,459,1496,48612.11,247,24,325,12,Carrier A,182.79,Supplier_5,Kolkata,3067,14,63.94,Fail,0.077,Rail,Route B,87.91,7.7,63.62
accessories,SKU00570,157.32,51,253,6928.42,828,11,86,8,Carrier B,6.89,Supplier_5,Mumbai,3396,16,487.32,Pass,0.142,Rail,Route A,1180.15,14.2,71.15
haircare,SKU00571,262.59,171,681,45535.97,682,9,305,2,Carrier A,194.32,Supplier_5,Chennai,2158,18,218.06,Pass,0.1478,Road,Route C,1520.44,14.78,70.63
skincare,SKU00572,143.25,0,1274,39879.46,495,5,333,1,Carrier A,115.24,Supplier_1,Kolkata,2375,12,394.71,Fail,0.0184,Rail,Route B,1802.0,1.84,12.94
skincare,SKU00573,142.14,98,1614,12729.22,694,12,134,3,Carrier B,151.63,Supplier_4,Delhi,628,18,179.44,Pass,0.1009,Road,Route C,964.39,10.09,56.08
cosmetics,SKU00574,88.98,325,1637,24015.95,587,10,255,4,Carrier B,135.49,Supplier_1,Delhi,3643,17,370.49,Pass,0.0034,Air,Route C,1497.79,0.34,14.06
cosmetics,SKU00575,276.21,21,191,31544.19,908,4,170,12,Carrier A,103.61,Supplier_2,Bangalore,2104,8,349.07,Fail,0.0162,Road,Route A,513.59,1.62,10.63
haircare,SKU00576,98.3,109,131,15815.84,270,5,291,4,Carrier C,90.44,Supplier_1,Delhi,698,13,29.22,Pass,0.0557,Sea,Route B,145.42,5.57,27.92
cosmetics,SKU00577,210.11,171,987,5466.89,666,26,125,8,Carrier C,45.55,Supplier_4,Mumbai,3733,13,438.38,Pass,0.0145,Rail,Route B,1172.89,1.45,41.38
cosmetics,SKU00578,125.76,165,456,41870.35,158,4,40,12,Carrier A,60.88,Supplier_4,Kolkata,2467,13,41.0,Fail,0.0976,Air,Route C,684.91,9.76,43.32
accessories,SKU00579,280.95,494,199,8318.3,983,11,226,5,Carrier C,23.36,Supplier_4,Kolkata,2952,12,256.4,Pass,0.0748,Air,Route B,832.42,7.48,44.17
cosmetics,SKU00580,284.65,93,903,24586.91,318,12,350,5,Carrier C,57.3,Supplier_2,Kolkata,1043,17,124.29,Fail,0.0578,Rail,Route C,273.58,5.78,38.77
haircare,SKU00581,13.86,109,1560,21941.28,59,21,327,11,Carrier B,132.56,Supplier_1,Bangalore,3009,1,304.01,Fail,0.1277,Rail,Route B,1398.36,12.77,79.7
accessories,SKU00582,298.39,379,1071,45161.11,782,13,270,5,Carrier C,112.56,Supplier_1,Kolkata,2619,1,107.39,Pending,0.0534,Road,Route A,1772.25,5.34,38.43
haircare,SKU00583,183.46,229,1119,27990.56,37,1,367,9,Carrier B,115.66,Supplier_4,Chennai,1469,14,312.39,Pass,0.0371,Air,Route C,1498.04,3.71,14.74
haircare,SKU00584,26.79,248,1223,21277.79,163,18,90,9,Carrier B,108.13,Supplier_3,Chennai,107,4,389.56,Pass,0.0426,Air,Route A,315.29,4.26,41.23
accessories,SKU00585,151.62,486,469,48842.66,195,21,355,2,Carrier B,189.41,Supplier_2,Mumbai,2593,6,304.95,Pass,0.0034,Air,Route A,580.04,0.34,29.78
skincare,SKU00586,19.59,102,1311,17692.0,355,16,148,5,Carrier B,170.79,Supplier_2,Mumbai,4805,10,422.07,Fail,0.1084,Sea,Route A,432.63,10.84,64.8
cosmetics,SKU00587,166.92,3,1925,36351.81,575,7,179,4,Carrier A,56.48,Supplier_3,Bangalore,2287,9,203.11,Pass,0.0968,Sea,Route C,1981.76,9.68,47.29
haircare,SKU00588,59.71,440,181,11774.46,579,28,18,6,Carrier B,113.58,Supplier_2,Mumbai,3852,13,340.88,Fail,0.0624,Rail,Route C,808.83,6.24,63.47
cosmetics,SKU00589,113.54,147,1363,37885.22,423,14,174,11,Carrier A,193.93,Supplier_2,Chennai,4559,12,234.79,Pending,0.1226,Rail,Route B,336.84,12.26,67.65
skincare,SKU00590,94.89,160,830,37587.47,881,19,234,1,Carrier B,57.18,Supplier_2,Chennai,3900,18,459.42,Pass,0.0497,Sea,Route B,1636.9,4.97,45.51
accessories,SKU00591,182.65,410,672,41424.94,82,20,384,11,Carrier B,141.75,Supplier_2,Delhi,4401,10,65.59,Pass,0.0321,Rail,Route C,464.35,3.21,39.87
cosmetics,SKU00592,247.6,312,298,24287.92,177,6,94,10,Carrier C,131.3,Supplier_5,Bangalore,2541,5,437.38,Pass,0.005,Rail,Route B,203.34,0.5,8.99
accessories,SKU00593,281.28,47,1710,11185.47,202,5,487,1,Carrier A,135.55,Supplier_5,Mumbai,2243,6,26.44,Fail,0.0267,Air,Route C,774.52,2.67,16.28
accessories,SKU00594,102.01,446,875,31636.02,161,3,99,3,Carrier B,113.49,Supplier_4,Bangalore,2071,6,430.63,Pass,0.0674,Sea,Route A,121.82,6.74,29.76
accessories,SKU00595,173.06,464,759,45520.2,579,16,118,7,Carrier A,149.43,Supplier_4,Bangalore,2566,17,60.95,Fail,0.0496,Sea,Route B,944.02,4.96,41.19
haircare,SKU00596,6.74,4,1942,15560.03,743,12,495,12,Carrier C,78.2,Supplier_1,Mumbai,1479,4,354.61,Pass,0.0666,Rail,Route C,899.71,6.66,42.3
