country_or_area,year,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category,trade_usd_billions
Nigeria,2018,Fuel,Import,2470919516.0,61328405.0,Number of items,8972794.0,Plastics,2.4709
UK,2018,Chemicals,Export,6837567965.0,98843336.0,Volume in liters,2794159.0,Textiles,6.8376
Nigeria,2011,Metals,Import,2789684881.0,3923217.0,Weight in kg,9894251.0,Plastics,2.7897
Argentina,2016,Plastics,Import,6739581066.0,34169073.0,Weight in kg,2370063.0,Vehicles,6.7396
UK,2022,Electronics,Export,5848634639.0,92527349.0,Weight in kg,2005344.0,Chemicals,5.8486
Brazil,2019,Electronics,Export,1646524889.0,89529907.0,Number of items,315715.0,Textiles,1.6465
Mexico,2015,Metals,Import,4236231237.0,67052713.0,Weight in kg,4014350.0,Metals,4.2362
India,2010,Chemicals,Import,5837770048.0,74616724.0,Volume in liters,6521637.0,Machinery,5.8378
Germany,2022,Textiles,Import,2544507143.0,47223154.0,Volume in liters,7925819.0,Chemicals,2.5445
Australia,2019,Fuel,Export,5675145618.0,28928636.0,Volume in liters,9666765.0,Electronics,5.6751
Argentina,2012,Metals,Import,6418765869.0,37181580.0,Volume in liters,3973140.0,Vehicles,6.4188
USA,2014,Electronics,Export,6952310082.0,73605502.0,Weight in kg,7030913.0,Vehicles,6.9523
India,2017,Electronics,Export,2196372460.0,67800348.0,Weight in kg,8853812.0,Metals,2.1964
Nigeria,2021,Chemicals,Import,1918173504.0,95262533.0,Number of items,7447402.0,Fuel,1.9182
Japan,2011,Metals,Import,3465570016.0,14274889.0,Weight in kg,1017008.0,Food,3.4656
USA,2017,Chemicals,Export,2054208521.0,35163608.0,Volume in liters,4783642.0,Chemicals,2.0542
Mexico,2021,Plastics,Export,7019483354.0,63473200.0,Number of items,6481895.0,Pharmaceuticals,7.0195
Japan,2013,Electronics,Import,2439473004.0,504959.0,Number of items,1230140.0,Textiles,2.4395
Australia,2019,Pharmaceuticals,Import,8753180014.0,10044062.0,Volume in liters,6482598.0,Electronics,8.7532
Japan,2010,Chemicals,Export,2752537678.0,5038601.0,Number of items,9774435.0,Plastics,2.7525
UK,2018,Fuel,Import,5963417633.0,60118853.0,Number of items,5297566.0,Chemicals,5.9634
Brazil,2010,Machinery,Export,7982658242.0,80142065.0,Number of items,6117730.0,Fuel,7.9827
USA,2016,Plastics,Import,5631432372.0,90290625.0,Volume in liters,5537205.0,Chemicals,5.6314
USA,2016,Pharmaceuticals,Import,5477049325.0,26942759.0,Volume in liters,7971983.0,Textiles,5.477
Japan,2020,Pharmaceuticals,Import,9930888754.0,62534235.0,Volume in liters,6537443.0,Textiles,9.9309
USA,2022,Food,Import,2872127614.0,88925865.0,Weight in kg,1998422.0,Machinery,2.8721
France,2015,Textiles,Import,7530670421.0,34414255.0,Number of items,5529983.0,Textiles,7.5307
Japan,2021,Plastics,Import,8079933962.0,30688760.0,Number of items,9784423.0,Plastics,8.0799
Argentina,2023,Pharmaceuticals,Import,6075077747.0,64972195.0,Number of items,2029534.0,Pharmaceuticals,6.0751
India,2020,Chemicals,Import,6680364394.0,63130318.0,Weight in kg,9087108.0,Pharmaceuticals,6.6804
Germany,2010,Metals,Export,6117316149.0,30614588.0,Volume in liters,1952903.0,Food,6.1173
Australia,2013,Electronics,Export,8578344742.0,16853673.0,Volume in liters,2867553.0,Metals,8.5783
Argentina,2010,Plastics,Export,6843127536.0,1625369.0,Volume in liters,4426114.0,Vehicles,6.8431
Argentina,2021,Machinery,Export,9767998123.0,63659451.0,Weight in kg,9830404.0,Electronics,9.768
Nigeria,2021,Chemicals,Import,9743967754.0,18662204.0,Volume in liters,9847177.0,Food,9.744
Australia,2015,Vehicles,Export,3857696449.0,72847544.0,Weight in kg,3173648.0,Chemicals,3.8577
Germany,2023,Plastics,Import,5434587575.0,79341640.0,Number of items,6986069.0,Metals,5.4346
Germany,2014,Plastics,Export,9728179363.0,99980980.0,Number of items,2118269.0,Pharmaceuticals,9.7282
Australia,2021,Textiles,Export,9941049337.0,89039687.0,Volume in liters,5060272.0,Chemicals,9.941
Brazil,2017,Plastics,Export,3994013268.0,82068226.0,Number of items,9407177.0,Fuel,3.994
India,2020,Textiles,Export,1236353431.0,93130469.0,Volume in liters,4833473.0,Plastics,1.2364
Mexico,2011,Pharmaceuticals,Import,8518229244.0,73630817.0,Number of items,3224717.0,Machinery,8.5182
Japan,2015,Plastics,Export,2712277661.0,1305664.0,Volume in liters,6330448.0,Pharmaceuticals,2.7123
Nigeria,2019,Plastics,Export,6321022558.0,34354867.0,Weight in kg,2718999.0,Electronics,6.321
Germany,2020,Machinery,Export,688704661.0,49449820.0,Weight in kg,1699008.0,Pharmaceuticals,0.6887
Nigeria,2017,Textiles,Import,8550337860.0,40672981.0,Weight in kg,1320680.0,Plastics,8.5503
Germany,2011,Metals,Export,6998859584.0,80228623.0,Weight in kg,5390093.0,Metals,6.9989
Nigeria,2015,Chemicals,Import,5797965987.0,40163202.0,Weight in kg,4078686.0,Textiles,5.798
USA,2019,Plastics,Import,8916719485.0,77617476.0,Weight in kg,6952496.0,Metals,8.9167
France,2021,Food,Import,234129288.0,65164184.0,Weight in kg,2519345.0,Vehicles,0.2341
China,2011,Vehicles,Import,7803345539.0,98296272.0,Number of items,2547322.0,Fuel,7.8033
Argentina,2017,Fuel,Import,8648560381.0,91351189.0,Weight in kg,253553.0,Pharmaceuticals,8.6486
Argentina,2015,Food,Export,9728663775.0,7768912.0,Volume in liters,5063001.0,Pharmaceuticals,9.7287
France,2012,Fuel,Import,4142035742.0,72746823.0,Volume in liters,6254319.0,Pharmaceuticals,4.142
Germany,2016,Metals,Import,5050730323.0,59281340.0,Number of items,7168733.0,Textiles,5.0507
UK,2013,Machinery,Import,9510446553.0,4581868.0,Volume in liters,7946913.0,Machinery,9.5104
Mexico,2013,Food,Import,1414810296.0,89892250.0,Weight in kg,7461125.0,Textiles,1.4148
USA,2022,Chemicals,Export,2513744163.0,26881987.0,Number of items,6310318.0,Pharmaceuticals,2.5137
USA,2019,Textiles,Export,197953385.0,72806326.0,Volume in liters,6661150.0,Machinery,0.198
Argentina,2016,Electronics,Import,735080363.0,53780377.0,Volume in liters,9685911.0,Machinery,0.7351
USA,2020,Electronics,Import,3516153621.0,15640948.0,Number of items,7716761.0,Pharmaceuticals,3.5162
Brazil,2011,Machinery,Export,464739406.0,7551025.0,Volume in liters,6124445.0,Fuel,0.4647
France,2018,Vehicles,Export,7548446659.0,90764134.0,Volume in liters,858524.0,Fuel,7.5484
China,2023,Chemicals,Import,8026380795.0,43734187.0,Volume in liters,6088635.0,Fuel,8.0264
India,2014,Plastics,Export,4146521168.0,3958670.0,Volume in liters,1202055.0,Fuel,4.1465
France,2018,Food,Import,803119665.0,71917101.0,Volume in liters,2089866.0,Vehicles,0.8031
France,2019,Pharmaceuticals,Import,4247509321.0,52255943.0,Weight in kg,7437880.0,Fuel,4.2475
UK,2014,Electronics,Export,5235265374.0,75298711.0,Weight in kg,6610061.0,Machinery,5.2353
India,2020,Vehicles,Export,8324464020.0,32659838.0,Volume in liters,8229514.0,Fuel,8.3245
Germany,2021,Electronics,Export,6574338690.0,28773226.0,Volume in liters,1492023.0,Pharmaceuticals,6.5743
Mexico,2018,Vehicles,Export,4877954922.0,51272230.0,Volume in liters,9499603.0,Electronics,4.878
Australia,2019,Textiles,Export,4312944950.0,24696137.0,Weight in kg,3374452.0,Food,4.3129
Brazil,2020,Chemicals,Export,3795145008.0,80595404.0,Weight in kg,4251724.0,Plastics,3.7951
India,2016,Electronics,Import,9935281280.0,54044752.0,Volume in liters,1783046.0,Food,9.9353
Japan,2019,Machinery,Import,6478686949.0,75372498.0,Number of items,7912312.0,Textiles,6.4787
France,2010,Chemicals,Import,9399572859.0,59880445.0,Number of items,643221.0,Chemicals,9.3996
Brazil,2021,Electronics,Import,7975063898.0,6441141.0,Weight in kg,8675422.0,Fuel,7.9751
Argentina,2016,Textiles,Export,2673060065.0,25608436.0,Weight in kg,5653895.0,Textiles,2.6731
India,2018,Food,Export,475842309.0,37600391.0,Number of items,9982511.0,Fuel,0.4758
Japan,2021,Textiles,Import,4502659047.0,15148034.0,Volume in liters,4678175.0,Metals,4.5027
UK,2016,Fuel,Export,2948157035.0,71167664.0,Weight in kg,8845169.0,Pharmaceuticals,2.9482
Mexico,2017,Machinery,Export,768642217.0,67866543.0,Volume in liters,1531189.0,Chemicals,0.7686
India,2015,Metals,Import,1842224002.0,6098471.0,Volume in liters,8257105.0,Pharmaceuticals,1.8422
UK,2023,Machinery,Export,6234611761.0,29017524.0,Volume in liters,3079752.0,Machinery,6.2346
China,2020,Food,Export,6048341941.0,43086528.0,Number of items,5190049.0,Textiles,6.0483
Australia,2019,Plastics,Export,1726419837.0,16317985.0,Volume in liters,522156.0,Pharmaceuticals,1.7264
Australia,2022,Food,Import,5469830558.0,12335025.0,Number of items,36566.0,Textiles,5.4698
Nigeria,2020,Electronics,Export,1244136262.0,67208464.0,Volume in liters,8401829.0,Electronics,1.2441
China,2023,Metals,Import,6779397076.0,13711358.0,Weight in kg,5175209.0,Electronics,6.7794
Argentina,2019,Electronics,Import,3747210470.0,96370955.0,Volume in liters,4286320.0,Vehicles,3.7472
China,2023,Electronics,Export,4482521991.0,10081883.0,Volume in liters,5049160.0,Food,4.4825
USA,2013,Plastics,Export,1069456421.0,33986.0,Weight in kg,4484185.0,Machinery,1.0695
UK,2023,Metals,Export,8612389731.0,37520708.0,Weight in kg,6674099.0,Machinery,8.6124
Germany,2018,Chemicals,Import,260724138.0,65374307.0,Weight in kg,4253094.0,Electronics,0.2607
UK,2017,Machinery,Export,3453170375.0,57770905.0,Volume in liters,2359845.0,Metals,3.4532
USA,2016,Plastics,Import,6487513615.0,78520549.0,Number of items,8483235.0,Vehicles,6.4875
Mexico,2020,Textiles,Export,1064941136.0,44033123.0,Weight in kg,3618202.0,Pharmaceuticals,1.0649
France,2018,Machinery,Import,9365898250.0,67117964.0,Number of items,6233198.0,Vehicles,9.3659
Mexico,2020,Plastics,Import,747976586.0,7917635.0,Weight in kg,3494706.0,Textiles,0.748
Japan,2010,Vehicles,Export,1351476722.0,36729856.0,Number of items,1014357.0,Machinery,1.3515
UK,2018,Electronics,Import,6198592688.0,10114178.0,Weight in kg,5574288.0,Machinery,6.1986
Japan,2019,Plastics,Import,8606696901.0,74859082.0,Number of items,896502.0,Food,8.6067
Germany,2017,Fuel,Export,6367132876.0,51445067.0,Weight in kg,7221873.0,Plastics,6.3671
Mexico,2010,Machinery,Export,561174054.0,90881085.0,Weight in kg,4303342.0,Metals,0.5612
Nigeria,2018,Fuel,Import,5600578954.0,96685877.0,Volume in liters,9347527.0,Pharmaceuticals,5.6006
Argentina,2021,Plastics,Import,8624084720.0,11691611.0,Number of items,3989165.0,Fuel,8.6241
Japan,2018,Textiles,Export,9705135172.0,15543030.0,Weight in kg,4998466.0,Fuel,9.7051
USA,2010,Metals,Import,181887633.0,69133456.0,Weight in kg,3004033.0,Pharmaceuticals,0.1819
USA,2017,Plastics,Import,4625579140.0,44607220.0,Number of items,9719107.0,Machinery,4.6256
Mexico,2012,Chemicals,Export,2286570882.0,87056886.0,Number of items,1064931.0,Machinery,2.2866
Germany,2018,Pharmaceuticals,Import,7081964507.0,38148229.0,Weight in kg,5276392.0,Pharmaceuticals,7.082
Brazil,2013,Chemicals,Export,8347020887.0,73731729.0,Number of items,2590871.0,Textiles,8.347
Brazil,2010,Chemicals,Export,172079223.0,14668587.0,Number of items,4249114.0,Food,0.1721
China,2016,Pharmaceuticals,Export,7572730001.0,21217914.0,Weight in kg,625341.0,Vehicles,7.5727
France,2019,Fuel,Import,2203612463.0,5637098.0,Volume in liters,5557936.0,Textiles,2.2036
India,2013,Food,Import,8333439500.0,62222330.0,Number of items,5639334.0,Fuel,8.3334
China,2011,Vehicles,Export,362704168.0,91881378.0,Volume in liters,5957556.0,Fuel,0.3627
France,2021,Pharmaceuticals,Export,9277267391.0,67491703.0,Number of items,5519177.0,Fuel,9.2773
Nigeria,2016,Electronics,Export,3276131400.0,85689982.0,Number of items,4553482.0,Textiles,3.2761
Japan,2012,Vehicles,Import,6705726630.0,17286629.0,Weight in kg,4333478.0,Machinery,6.7057
Nigeria,2018,Electronics,Import,1984645605.0,70091208.0,Number of items,1278012.0,Metals,1.9846
UK,2022,Plastics,Export,1345944240.0,4100258.0,Number of items,7733412.0,Textiles,1.3459
Australia,2017,Food,Import,1721448042.0,65242791.0,Volume in liters,5576002.0,Plastics,1.7214
China,2021,Pharmaceuticals,Export,289353848.0,35086583.0,Number of items,3138595.0,Vehicles,0.2894
UK,2018,Food,Import,1945631363.0,90397246.0,Number of items,8432357.0,Metals,1.9456
Germany,2012,Plastics,Import,9823972654.0,84984223.0,Volume in liters,1654376.0,Vehicles,9.824
France,2017,Chemicals,Export,9979355703.0,32237519.0,Volume in liters,751752.0,Fuel,9.9794
Germany,2016,Chemicals,Import,5053617167.0,28727324.0,Number of items,4412808.0,Plastics,5.0536
Argentina,2013,Fuel,Export,7588927063.0,582524.0,Number of items,9739024.0,Electronics,7.5889
UK,2014,Textiles,Import,9922945343.0,99113205.0,Weight in kg,1633684.0,Vehicles,9.9229
Japan,2023,Metals,Export,6494965853.0,37296233.0,Number of items,4571087.0,Fuel,6.495
USA,2012,Electronics,Export,9579989746.0,41299298.0,Volume in liters,5555842.0,Electronics,9.58
India,2011,Food,Import,1366900241.0,36325459.0,Volume in liters,415268.0,Plastics,1.3669
China,2023,Electronics,Import,8510267298.0,12703829.0,Number of items,1199643.0,Pharmaceuticals,8.5103
Germany,2011,Electronics,Import,7831024453.0,64251110.0,Weight in kg,6881043.0,Fuel,7.831
Brazil,2022,Textiles,Import,8932040551.0,55482081.0,Number of items,8756031.0,Plastics,8.932
UK,2017,Textiles,Import,8940287931.0,16657520.0,Weight in kg,2049916.0,Pharmaceuticals,8.9403
Brazil,2010,Plastics,Export,701976757.0,62809349.0,Volume in liters,1790798.0,Vehicles,0.702
Argentina,2013,Food,Import,7546395149.0,6337409.0,Number of items,316423.0,Pharmaceuticals,7.5464
Australia,2012,Textiles,Export,4748136449.0,69114884.0,Weight in kg,6182744.0,Fuel,4.7481
France,2016,Machinery,Import,7191731774.0,53591964.0,Volume in liters,3799825.0,Machinery,7.1917
China,2023,Vehicles,Import,8459854356.0,19269709.0,Volume in liters,7412460.0,Textiles,8.4599
Germany,2015,Plastics,Export,3613688833.0,143852.0,Volume in liters,2525811.0,Chemicals,3.6137
Japan,2012,Machinery,Import,7622314299.0,85178593.0,Volume in liters,5307493.0,Pharmaceuticals,7.6223
India,2018,Machinery,Import,1774934184.0,37591877.0,Weight in kg,8344717.0,Fuel,1.7749
Japan,2017,Chemicals,Import,83249191.0,97349746.0,Volume in liters,9025685.0,Plastics,0.0832
Argentina,2010,Metals,Import,771937054.0,65452433.0,Number of items,9943164.0,Machinery,0.7719
China,2016,Plastics,Import,9836943981.0,64124380.0,Volume in liters,1911781.0,Vehicles,9.8369
India,2017,Chemicals,Import,1093253790.0,1350204.0,Volume in liters,9077595.0,Vehicles,1.0933
USA,2019,Machinery,Export,3268082908.0,43743778.0,Volume in liters,8438889.0,Plastics,3.2681
UK,2018,Metals,Export,1880644935.0,43855118.0,Number of items,1030962.0,Fuel,1.8806
Nigeria,2010,Pharmaceuticals,Export,9836509012.0,26132751.0,Volume in liters,8495343.0,Vehicles,9.8365
Brazil,2011,Food,Export,1713462352.0,68948507.0,Volume in liters,3773251.0,Chemicals,1.7135
India,2021,Pharmaceuticals,Import,2139736265.0,66808095.0,Volume in liters,4628431.0,Fuel,2.1397
Brazil,2010,Plastics,Export,5023156228.0,16023475.0,Weight in kg,2868565.0,Fuel,5.0232
France,2013,Vehicles,Export,9750040881.0,38233483.0,Volume in liters,7929014.0,Pharmaceuticals,9.75
France,2019,Food,Import,8267702085.0,28899372.0,Weight in kg,5834456.0,Pharmaceuticals,8.2677
Australia,2017,Food,Import,2569637020.0,60259555.0,Number of items,9594558.0,Fuel,2.5696
UK,2014,Textiles,Import,212735541.0,30878734.0,Weight in kg,2364622.0,Fuel,0.2127
Argentina,2022,Electronics,Export,7247923576.0,48917979.0,Weight in kg,1123085.0,Fuel,7.2479
Germany,2012,Chemicals,Export,7921388145.0,82086285.0,Weight in kg,9663636.0,Chemicals,7.9214
Brazil,2017,Metals,Export,9764648747.0,98188179.0,Volume in liters,1281481.0,Textiles,9.7646
France,2019,Machinery,Export,5587892834.0,64392246.0,Number of items,2141329.0,Pharmaceuticals,5.5879
Japan,2021,Electronics,Export,6403097529.0,88338310.0,Weight in kg,5777140.0,Electronics,6.4031
Nigeria,2012,Machinery,Export,659797059.0,73576099.0,Weight in kg,3256603.0,Food,0.6598
Germany,2021,Vehicles,Export,5899435838.0,47164522.0,Weight in kg,940823.0,Machinery,5.8994
Australia,2016,Metals,Export,469511228.0,18206461.0,Volume in liters,2881515.0,Metals,0.4695
Japan,2021,Vehicles,Export,6062864310.0,22279261.0,Weight in kg,8651463.0,Textiles,6.0629
India,2010,Food,Import,4068456840.0,56906225.0,Weight in kg,5858339.0,Plastics,4.0685
France,2012,Chemicals,Export,3592940520.0,409949.0,Volume in liters,7908581.0,Textiles,3.5929
China,2010,Plastics,Import,4554900912.0,18234466.0,Weight in kg,4368680.0,Vehicles,4.5549
China,2011,Chemicals,Import,7415064638.0,13569267.0,Weight in kg,1652145.0,Machinery,7.4151
Argentina,2015,Chemicals,Import,5681041573.0,40279155.0,Number of items,3121289.0,Vehicles,5.681
UK,2019,Metals,Import,1641421287.0,1011290.0,Number of items,8736540.0,Textiles,1.6414
India,2022,Machinery,Import,1491568719.0,73464698.0,Volume in liters,7583874.0,Textiles,1.4916
Germany,2012,Machinery,Export,7087137770.0,21269475.0,Volume in liters,2353529.0,Food,7.0871
Japan,2010,Fuel,Export,5822503274.0,84018937.0,Weight in kg,5019708.0,Textiles,5.8225
China,2020,Chemicals,Import,4739347113.0,55292721.0,Volume in liters,2278368.0,Textiles,4.7393
China,2012,Chemicals,Import,4502194670.0,79864689.0,Volume in liters,741586.0,Machinery,4.5022
Mexico,2017,Chemicals,Import,6071814509.0,26832000.0,Volume in liters,5282659.0,Pharmaceuticals,6.0718
Nigeria,2012,Machinery,Export,4665132567.0,17667207.0,Weight in kg,150184.0,Electronics,4.6651
China,2012,Pharmaceuticals,Import,6857056654.0,19283182.0,Volume in liters,489918.0,Plastics,6.8571
China,2010,Vehicles,Export,5267196451.0,14166943.0,Weight in kg,3923609.0,Vehicles,5.2672
China,2014,Chemicals,Import,8263010975.0,8569487.0,Weight in kg,6590900.0,Pharmaceuticals,8.263
China,2018,Chemicals,Export,9460095579.0,82515954.0,Volume in liters,2765472.0,Plastics,9.4601
Nigeria,2022,Chemicals,Export,9413226014.0,93836647.0,Weight in kg,5897093.0,Textiles,9.4132
Mexico,2017,Textiles,Import,4512084704.0,27738199.0,Weight in kg,5798038.0,Pharmaceuticals,4.5121
Germany,2013,Machinery,Export,7961692070.0,86725783.0,Number of items,3156873.0,Metals,7.9617
Australia,2020,Textiles,Export,5135616705.0,10757910.0,Volume in liters,8877387.0,Textiles,5.1356
UK,2012,Pharmaceuticals,Import,4203355965.0,62031437.0,Volume in liters,9064835.0,Textiles,4.2034
Japan,2017,Fuel,Export,9984705943.0,37625800.0,Number of items,287514.0,Textiles,9.9847
France,2012,Plastics,Import,2755948828.0,90252540.0,Weight in kg,6071291.0,Machinery,2.7559
France,2019,Electronics,Import,6159899111.0,15897966.0,Volume in liters,4288646.0,Metals,6.1599
Nigeria,2017,Textiles,Import,9352741571.0,34195718.0,Weight in kg,284561.0,Textiles,9.3527
Argentina,2021,Pharmaceuticals,Export,3214658835.0,13561494.0,Number of items,3666650.0,Metals,3.2147
China,2021,Chemicals,Export,9049494669.0,69716174.0,Weight in kg,7160984.0,Electronics,9.0495
India,2023,Fuel,Export,5219647020.0,92454976.0,Weight in kg,590777.0,Vehicles,5.2196
Nigeria,2022,Vehicles,Import,9432659184.0,15883696.0,Weight in kg,4246475.0,Plastics,9.4327
Germany,2015,Fuel,Import,9480307249.0,34372537.0,Volume in liters,4596936.0,Machinery,9.4803
Mexico,2020,Electronics,Import,3105773971.0,49185016.0,Number of items,4012372.0,Plastics,3.1058
Nigeria,2019,Pharmaceuticals,Export,4026270816.0,50412316.0,Volume in liters,1810515.0,Machinery,4.0263
Mexico,2021,Machinery,Export,8161642032.0,35518929.0,Volume in liters,1076022.0,Metals,8.1616
Mexico,2012,Metals,Import,9537605738.0,79359708.0,Number of items,8996825.0,Electronics,9.5376
UK,2023,Food,Import,9747680824.0,59286622.0,Volume in liters,7572644.0,Vehicles,9.7477
India,2012,Metals,Import,5708095647.0,88928038.0,Number of items,6418939.0,Plastics,5.7081
India,2013,Chemicals,Import,389136797.0,34509522.0,Number of items,7839695.0,Chemicals,0.3891
USA,2012,Textiles,Export,1338653220.0,40151160.0,Number of items,742722.0,Chemicals,1.3387
France,2021,Metals,Import,9175875481.0,73696515.0,Weight in kg,8077641.0,Machinery,9.1759
Nigeria,2012,Pharmaceuticals,Import,6462076052.0,5112525.0,Volume in liters,9105693.0,Pharmaceuticals,6.4621
Australia,2018,Electronics,Export,7082687551.0,2067207.0,Weight in kg,9316527.0,Electronics,7.0827
UK,2012,Metals,Import,5705754569.0,8257022.0,Volume in liters,5542692.0,Machinery,5.7058
UK,2023,Pharmaceuticals,Import,4466269332.0,15039054.0,Volume in liters,6315948.0,Machinery,4.4663
UK,2012,Chemicals,Import,538977957.0,72836095.0,Weight in kg,9599026.0,Food,0.539
China,2013,Electronics,Export,2008098569.0,74882091.0,Weight in kg,6117224.0,Electronics,2.0081
Brazil,2015,Electronics,Import,5682238265.0,78875372.0,Volume in liters,845998.0,Textiles,5.6822
Germany,2014,Food,Import,8243550580.0,94214415.0,Number of items,8742985.0,Textiles,8.2436
India,2016,Vehicles,Export,1095603838.0,74307590.0,Number of items,5078992.0,Vehicles,1.0956
Mexico,2015,Textiles,Export,1421723070.0,94158509.0,Volume in liters,4523786.0,Plastics,1.4217
USA,2022,Chemicals,Export,5937658191.0,94190832.0,Volume in liters,8450375.0,Textiles,5.9377
France,2010,Pharmaceuticals,Export,7670123034.0,51498549.0,Weight in kg,9421312.0,Machinery,7.6701
USA,2011,Food,Export,9245176379.0,6281693.0,Number of items,5309954.0,Food,9.2452
Nigeria,2011,Electronics,Import,540530449.0,70215317.0,Volume in liters,412167.0,Chemicals,0.5405
UK,2020,Food,Export,5128346943.0,59590232.0,Weight in kg,9880306.0,Machinery,5.1283
Nigeria,2015,Fuel,Import,5906694394.0,45924075.0,Number of items,4659470.0,Food,5.9067
Argentina,2019,Pharmaceuticals,Export,2878092025.0,12000058.0,Number of items,2696895.0,Chemicals,2.8781
Japan,2020,Food,Export,8060415936.0,94165296.0,Volume in liters,5984603.0,Pharmaceuticals,8.0604
Mexico,2015,Fuel,Export,9826306203.0,26207883.0,Weight in kg,8312644.0,Textiles,9.8263
Nigeria,2016,Electronics,Export,5867502753.0,74090214.0,Weight in kg,3279063.0,Chemicals,5.8675
Australia,2019,Metals,Import,2697859141.0,74329435.0,Volume in liters,9919518.0,Metals,2.6979
USA,2012,Plastics,Import,8450759219.0,69615808.0,Weight in kg,3307700.0,Vehicles,8.4508
Argentina,2011,Chemicals,Import,7004304845.0,16239474.0,Volume in liters,1311723.0,Textiles,7.0043
Argentina,2014,Plastics,Import,7494340947.0,39247854.0,Weight in kg,5867867.0,Pharmaceuticals,7.4943
France,2016,Food,Export,7362193777.0,59277919.0,Volume in liters,2331625.0,Plastics,7.3622
China,2017,Electronics,Import,7801026318.0,90182021.0,Weight in kg,8890513.0,Pharmaceuticals,7.801
India,2012,Pharmaceuticals,Export,8681748629.0,72021060.0,Number of items,8036587.0,Machinery,8.6817
Argentina,2017,Plastics,Import,1219336321.0,67996375.0,Volume in liters,5206393.0,Pharmaceuticals,1.2193
Australia,2018,Pharmaceuticals,Export,5383450843.0,38746365.0,Volume in liters,1410052.0,Machinery,5.3835
Japan,2010,Textiles,Import,3457875336.0,64871061.0,Volume in liters,6829575.0,Machinery,3.4579
Brazil,2018,Plastics,Export,9487195481.0,57694347.0,Number of items,1433520.0,Machinery,9.4872
UK,2013,Metals,Export,4254152365.0,5028174.0,Number of items,869496.0,Plastics,4.2542
Australia,2022,Vehicles,Export,6621282379.0,49531013.0,Volume in liters,4936078.0,Electronics,6.6213
Brazil,2011,Electronics,Export,6665906500.0,46859691.0,Volume in liters,4807543.0,Chemicals,6.6659
Japan,2019,Metals,Export,201830053.0,43580276.0,Volume in liters,8757244.0,Plastics,0.2018
USA,2012,Plastics,Import,4536536861.0,50737570.0,Weight in kg,5955581.0,Chemicals,4.5365
China,2013,Pharmaceuticals,Export,5206144293.0,51840884.0,Weight in kg,9200412.0,Electronics,5.2061
France,2015,Chemicals,Import,8401232993.0,38865971.0,Weight in kg,8065937.0,Pharmaceuticals,8.4012
UK,2022,Food,Export,7094044401.0,67226993.0,Number of items,2874050.0,Fuel,7.094
UK,2011,Fuel,Import,394725645.0,69555098.0,Volume in liters,8023427.0,Vehicles,0.3947
China,2021,Metals,Export,8825612354.0,38112702.0,Volume in liters,9769180.0,Fuel,8.8256
France,2012,Chemicals,Import,8971166753.0,56224497.0,Number of items,3134878.0,Electronics,8.9712
Australia,2011,Metals,Export,7881451762.0,57867582.0,Number of items,3205971.0,Food,7.8815
Brazil,2016,Food,Export,2743422433.0,56721522.0,Volume in liters,155151.0,Vehicles,2.7434
France,2017,Machinery,Export,6694683891.0,42630124.0,Number of items,8924394.0,Machinery,6.6947
USA,2020,Electronics,Import,5687981756.0,1183048.0,Weight in kg,3579481.0,Metals,5.688
Australia,2022,Metals,Export,9879521172.0,16091722.0,Weight in kg,7679873.0,Plastics,9.8795
Mexico,2018,Vehicles,Import,4927197171.0,95650895.0,Number of items,4670747.0,Metals,4.9272
France,2011,Fuel,Import,4923451832.0,21551479.0,Number of items,4287268.0,Textiles,4.9235
Australia,2023,Vehicles,Export,7364703953.0,71203768.0,Number of items,735777.0,Fuel,7.3647
USA,2010,Electronics,Import,9476322577.0,85833475.0,Weight in kg,822132.0,Vehicles,9.4763
India,2023,Textiles,Import,6296419879.0,65440631.0,Number of items,2409794.0,Pharmaceuticals,6.2964
Mexico,2012,Fuel,Export,2237840610.0,77312921.0,Number of items,805309.0,Plastics,2.2378
Japan,2022,Textiles,Export,4041828665.0,60704445.0,Weight in kg,3524321.0,Plastics,4.0418
Australia,2023,Pharmaceuticals,Import,3173748121.0,25369127.0,Number of items,5568217.0,Food,3.1737
Japan,2018,Chemicals,Export,9161958819.0,38637517.0,Number of items,1856833.0,Machinery,9.162
Germany,2023,Vehicles,Import,4521429763.0,54637928.0,Weight in kg,7837664.0,Metals,4.5214
USA,2021,Electronics,Import,8476026791.0,4018938.0,Volume in liters,3370715.0,Machinery,8.476
USA,2014,Textiles,Export,3676219528.0,66707001.0,Number of items,6567117.0,Fuel,3.6762
France,2018,Pharmaceuticals,Export,3025271401.0,28870669.0,Weight in kg,5918081.0,Fuel,3.0253
Argentina,2016,Vehicles,Import,7030519312.0,66922020.0,Weight in kg,9108346.0,Chemicals,7.0305
France,2020,Plastics,Export,9094480728.0,15868626.0,Number of items,7186983.0,Food,9.0945
Brazil,2019,Pharmaceuticals,Import,584603923.0,26419677.0,Number of items,255528.0,Pharmaceuticals,0.5846
Germany,2017,Plastics,Import,4717472881.0,31307440.0,Number of items,3027682.0,Machinery,4.7175
China,2011,Food,Import,2517944146.0,14997319.0,Weight in kg,2064054.0,Fuel,2.5179
Brazil,2010,Pharmaceuticals,Export,5498951588.0,45503246.0,Volume in liters,3909968.0,Pharmaceuticals,5.499
